厳しい;厳[きび]しい
養う;養[やしな]う
栄養;栄養[えいよう]
養子;養子[ようし]
培養;培養[ばいよう]
扶養;扶養[ふよう]
滋養;滋養[じよう]
餌;餌[えさ]
香り;香[かお]り
香ばしい;香[こう]ばしい
香水;香水[こうすい]
香辛料;香辛料[こうしんりょう]
馬;馬[うま]
騎馬;騎馬[きば]
競馬;競馬[けいば]
馬鹿;馬鹿[ばか]
駄目;駄目[だめ]
下駄;下駄[げた]
無駄;無駄[むだ]
駅;駅[えき]
駆る;駆[か]る
駆ける;駆[か]ける
駆逐;駆逐[くちく]
逐次;逐次[ちくじ]
駐車;駐車[ちゅうしゃ]
駒;駒[こま]
騎馬;騎馬[きば]
騎士;騎士[きし]
騎兵;騎兵[きへい]
十字軍騎士;十字軍騎士[じゅうじぐんきし]
騒ぐ;騒[さわ]ぐ
騒然;騒然[そうぜん]
驚く;驚[おどろ]く
驚嘆;驚嘆[きょうたん]
骨;骨[ほね]
露骨;露骨[ろこつ]
背骨;背骨[せぼね]
骨折;骨折[こっせつ]
骨髄;骨髄[こつづい]
骨髄;骨髄[こつづい]
神髄;神髄[しんずい]
脊髄;脊髄[せきずい]
脊髄炎;脊髄炎[せきずいえん]
骸骨;骸骨[がいこつ]
亡骸;亡骸[なきがら]
高い;高[たか]い
高級;高級[こうきゅう]
高層;高層[こうそう]
髪;髪[かみ]
白髪;白髪[しらが]
髪型;髪型[かみがた]
髪の毛;髪の毛[かみのけ]
鬼;鬼[おに]
吸血鬼;吸血鬼[きゅうけつき]
鬼才;鬼才[きさい]
魂;魂[たましい]
霊魂;霊魂[れいこん]
魅力;魅力[みりょく]
魅了;魅了[みりょう]
魅惑;魅惑[みわく]
魔;魔[ま]
誤魔化す;誤魔化[ごまか]す
悪魔;悪魔[あくま]
邪魔;邪魔[じゃま]
魔女;魔女[まじょ]
魔法;魔法[まほう]
魔術;魔術[まじゅつ]
鮮やか;鮮[あざ]やか
鮮明;鮮明[せんめい]
鮮魚;鮮魚[せんぎょ]
新鮮;新鮮[しんせん]
朝鮮;朝鮮[ちょうせん]
鯉;鯉[こい]
鯨;鯨[くじら]
鯨肉;鯨肉[げいにく]
鳥;鳥[とり]
鳥類;鳥類[ちょうるい]
鳩;鳩[はと]
鳴く;鳴[な]く
怒鳴る;怒鳴[どな]る
雷鳴;雷鳴[らいめい]
鶏;鶏[にわとり]
鶏肉;鶏肉[けいにく]
野鶏;野鶏[やけい]
鶴;鶴[つる]
鹿;鹿[しか]
馬鹿;馬鹿[ばか]
麓;麓[ふもと]
麦;麦[むぎ]
麦茶;麦茶[むぎちゃ]
蕎麦;蕎麦[そば]
麻布;麻布[まふ]
麻薬;麻薬[まやく]
黄色;黄色[きいろ]
黄金;黄金[おうごん]
黄昏;黄昏[たそがれ]
硫黄;硫黄[いおう]
黒;黒[くろ]
黒板;黒板[こくばん]
黙る;黙[だま]る
沈黙;沈黙[ちんもく]
鼓;鼓[つづみ]
鼓舞;鼓舞[こぶ]
太鼓;太鼓[たいこ]
鼻;鼻[はな]
龍;龍[たつ]
龍;龍[りゅう]
龍;龍[りょう]
